source,target,label
blood,cholesterol,risk
blood,excretion,risk
blood,waste,risk
blood,body,risk
blood,role,risk
blood,clotting,risk
blood,fibrinogen,risk
blood,vii,risk
blood,prothrombin,risk
blood,ix,risk
blood,factor,risk
blood,glycogen,risk
blood,storage,risk
blood,bloodstream,risk
blood,glucose,risk
blood,insulin,risk
blood,igf,risk
blood,growth,risk
blood,period,risk
blood,sugar,risk
excretion,liver,risk
excretion,bile,risk
excretion,intestine,risk
excretion,digestion,risk
excretion,absorption,risk
excretion,vitamin,risk
excretion,fat,risk
excretion,cholesterol,risk
excretion,blood,risk
excretion,waste,risk
excretion,body,risk
excretion,role,risk
excretion,clotting,risk
excretion,pressure,risk
excretion,volume,risk
excretion,fibrinogen,risk
excretion,vii,risk
excretion,prothrombin,risk
excretion,ix,risk
excretion,factor,risk
excretion,glycogen,risk
excretion,storage,risk
excretion,bloodstream,risk
excretion,glucose,risk
excretion,insulin,risk
excretion,igf,risk
excretion,growth,risk
excretion,period,risk
excretion,sugar,risk
waste,liver,risk
waste,bile,risk
waste,intestine,risk
waste,digestion,risk
waste,absorption,risk
waste,vitamin,risk
waste,fat,risk
waste,cholesterol,risk
waste,blood,risk
waste,excretion,risk
waste,body,risk
waste,role,risk
waste,clotting,risk
waste,pressure,risk
waste,volume,risk
waste,fibrinogen,risk
waste,vii,risk
waste,prothrombin,risk
waste,ix,risk
waste,factor,risk
waste,glycogen,risk
waste,storage,risk
waste,bloodstream,risk
waste,glucose,risk
waste,insulin,risk
waste,igf,risk
waste,growth,risk
waste,period,risk
waste,sugar,risk
function,liver,risk
function,bile,risk
function,intestine,risk
function,digestion,risk
function,absorption,risk
function,vitamin,risk
function,fat,risk
function,cholesterol,risk
function,blood,risk
function,excretion,risk
function,waste,risk
function,body,risk
function,role,risk
function,clotting,risk
function,pressure,risk
function,volume,risk
function,fibrinogen,risk
function,vii,risk
function,prothrombin,risk
function,ix,risk
function,factor,risk
function,glycogen,risk
function,storage,risk
function,bloodstream,risk
function,glucose,risk
function,insulin,risk
function,igf,risk
function,growth,risk
function,period,risk
function,sugar,risk
body,liver,risk
body,bile,risk
body,intestine,risk
body,digestion,risk
body,absorption,risk
body,vitamin,risk
body,fat,risk
body,cholesterol,risk
body,blood,risk
body,excretion,risk
body,waste,risk
body,role,risk
body,clotting,risk
body,pressure,risk
body,volume,risk
body,fibrinogen,risk
body,vii,risk
body,prothrombin,risk
body,ix,risk
body,factor,risk
body,glycogen,risk
body,storage,risk
body,bloodstream,risk
body,glucose,risk
body,insulin,risk
body,igf,risk
body,growth,risk
body,period,risk
body,sugar,risk
role,liver,risk
role,bile,risk
role,intestine,risk
role,digestion,risk
role,absorption,risk
role,vitamin,risk
role,fat,risk
role,cholesterol,risk
role,blood,risk
role,excretion,risk
role,waste,risk
role,body,risk
role,clotting,risk
role,pressure,risk
role,volume,risk
role,fibrinogen,risk
role,vii,risk
role,prothrombin,risk
role,ix,risk
role,factor,risk
role,glycogen,risk
role,storage,risk
role,bloodstream,risk
role,glucose,risk
role,insulin,risk
role,igf,risk
role,growth,risk
role,period,risk
role,sugar,risk
albumin,liver,risk
albumin,bile,risk
albumin,intestine,risk
albumin,digestion,risk
albumin,absorption,risk
albumin,vitamin,risk
albumin,fat,risk
albumin,cholesterol,risk
albumin,blood,risk
albumin,excretion,risk
albumin,waste,risk
albumin,body,risk
albumin,role,risk
albumin,clotting,risk
albumin,pressure,risk
albumin,volume,risk
albumin,fibrinogen,risk
albumin,vii,risk
albumin,prothrombin,risk
albumin,ix,risk
albumin,factor,risk
albumin,glycogen,risk
albumin,storage,risk
albumin,bloodstream,risk
albumin,glucose,risk
albumin,insulin,risk
albumin,igf,risk
albumin,growth,risk
albumin,period,risk
albumin,sugar,risk
clotting,liver,risk
clotting,bile,risk
clotting,intestine,risk
clotting,digestion,risk
clotting,absorption,risk
clotting,vitamin,risk
clotting,fat,risk
clotting,cholesterol,risk
clotting,blood,risk
clotting,excretion,risk
clotting,waste,risk
clotting,body,risk
clotting,role,risk
clotting,pressure,risk
clotting,volume,risk
clotting,fibrinogen,risk
clotting,vii,risk
clotting,prothrombin,risk
clotting,ix,risk
clotting,factor,risk
clotting,glycogen,risk
clotting,storage,risk
clotting,bloodstream,risk
clotting,glucose,risk
clotting,insulin,risk
clotting,igf,risk
clotting,growth,risk
clotting,period,risk
clotting,sugar,risk
pressure,liver,risk
pressure,bile,risk
pressure,intestine,risk
pressure,digestion,risk
pressure,absorption,risk
pressure,vitamin,risk
pressure,fat,risk
pressure,cholesterol,risk
pressure,blood,risk
pressure,excretion,risk
pressure,waste,risk
pressure,body,risk
pressure,role,risk
pressure,clotting,risk
pressure,volume,risk
pressure,fibrinogen,risk
pressure,vii,risk
pressure,prothrombin,risk
pressure,ix,risk
pressure,factor,risk
pressure,glycogen,risk
pressure,storage,risk
pressure,bloodstream,risk
pressure,glucose,risk
pressure,insulin,risk
pressure,igf,risk
pressure,growth,risk
pressure,period,risk
pressure,sugar,risk
volume,liver,risk
volume,bile,risk
volume,intestine,risk
volume,digestion,risk
volume,absorption,risk
volume,vitamin,risk
volume,fat,risk
volume,cholesterol,risk
volume,blood,risk
volume,excretion,risk
volume,waste,risk
volume,body,risk
volume,role,risk
volume,clotting,risk
volume,pressure,risk
volume,fibrinogen,risk
volume,vii,risk
volume,prothrombin,risk
volume,ix,risk
volume,factor,risk
volume,glycogen,risk
volume,storage,risk
volume,bloodstream,risk
volume,glucose,risk
volume,insulin,risk
volume,igf,risk
volume,growth,risk
volume,period,risk
volume,sugar,risk
fibrinogen,liver,risk
fibrinogen,bile,risk
fibrinogen,intestine,risk
fibrinogen,digestion,risk
fibrinogen,absorption,risk
fibrinogen,vitamin,risk
fibrinogen,fat,risk
fibrinogen,cholesterol,risk
fibrinogen,blood,risk
fibrinogen,excretion,risk
fibrinogen,waste,risk
fibrinogen,body,risk
fibrinogen,role,risk
fibrinogen,clotting,risk
fibrinogen,pressure,risk
fibrinogen,volume,risk
fibrinogen,vii,risk
fibrinogen,prothrombin,risk
fibrinogen,ix,risk
fibrinogen,factor,risk
fibrinogen,glycogen,risk
fibrinogen,storage,risk
fibrinogen,bloodstream,risk
fibrinogen,glucose,risk
fibrinogen,insulin,risk
fibrinogen,igf,risk
fibrinogen,growth,risk
fibrinogen,period,risk
fibrinogen,sugar,risk
vii,liver,risk
vii,bile,risk
vii,intestine,risk
vii,digestion,risk
vii,absorption,risk
vii,vitamin,risk
vii,fat,risk
vii,cholesterol,risk
vii,blood,risk
vii,excretion,risk
vii,waste,risk
vii,body,risk
vii,role,risk
vii,clotting,risk
vii,pressure,risk
vii,volume,risk
vii,fibrinogen,risk
vii,prothrombin,risk
vii,ix,risk
vii,factor,risk
vii,glycogen,risk
vii,storage,risk
vii,bloodstream,risk
vii,glucose,risk
vii,insulin,risk
vii,igf,risk
vii,growth,risk
vii,period,risk
vii,sugar,risk
prothrombin,liver,risk
prothrombin,bile,risk
prothrombin,intestine,risk
prothrombin,digestion,risk
prothrombin,absorption,risk
prothrombin,vitamin,risk
prothrombin,fat,risk
prothrombin,cholesterol,risk
prothrombin,blood,risk
prothrombin,excretion,risk
prothrombin,waste,risk
prothrombin,body,risk
prothrombin,role,risk
prothrombin,clotting,risk
prothrombin,pressure,risk
prothrombin,volume,risk
prothrombin,fibrinogen,risk
prothrombin,vii,risk
prothrombin,ix,risk
prothrombin,factor,risk
prothrombin,glycogen,risk
prothrombin,storage,risk
prothrombin,bloodstream,risk
prothrombin,glucose,risk
prothrombin,insulin,risk
prothrombin,igf,risk
prothrombin,growth,risk
prothrombin,period,risk
prothrombin,sugar,risk
ix,liver,risk
ix,bile,risk
ix,intestine,risk
ix,digestion,risk
ix,absorption,risk
ix,vitamin,risk
ix,fat,risk
ix,cholesterol,risk
ix,blood,risk
ix,excretion,risk
ix,waste,risk
ix,body,risk
ix,role,risk
ix,clotting,risk
ix,pressure,risk
ix,volume,risk
ix,fibrinogen,risk
ix,vii,risk
ix,prothrombin,risk
ix,factor,risk
ix,glycogen,risk
ix,storage,risk
ix,bloodstream,risk
ix,glucose,risk
ix,insulin,risk
ix,igf,risk
ix,growth,risk
ix,period,risk
ix,sugar,risk
factor,liver,risk
factor,bile,risk
factor,intestine,risk
factor,digestion,risk
factor,absorption,risk
factor,vitamin,risk
factor,fat,risk
factor,cholesterol,risk
factor,blood,risk
factor,excretion,risk
factor,waste,risk
factor,body,risk
factor,role,risk
factor,clotting,risk
factor,pressure,risk
factor,volume,risk
factor,fibrinogen,risk
factor,vii,risk
factor,prothrombin,risk
factor,ix,risk
factor,glycogen,risk
factor,storage,risk
factor,bloodstream,risk
factor,glucose,risk
factor,insulin,risk
factor,igf,risk
factor,growth,risk
factor,period,risk
factor,sugar,risk
glycogen,liver,risk
glycogen,bile,risk
glycogen,intestine,risk
glycogen,digestion,risk
glycogen,absorption,risk
glycogen,vitamin,risk
glycogen,fat,risk
glycogen,cholesterol,risk
glycogen,blood,risk
glycogen,excretion,risk
glycogen,waste,risk
glycogen,body,risk
glycogen,role,risk
glycogen,clotting,risk
glycogen,pressure,risk
glycogen,volume,risk
glycogen,fibrinogen,risk
glycogen,vii,risk
glycogen,prothrombin,risk
glycogen,ix,risk
glycogen,factor,risk
glycogen,storage,risk
glycogen,bloodstream,risk
glycogen,glucose,risk
glycogen,insulin,risk
glycogen,igf,risk
glycogen,growth,risk
glycogen,period,risk
glycogen,sugar,risk
storage,liver,risk
storage,bile,risk
storage,intestine,risk
storage,digestion,risk
storage,absorption,risk
storage,vitamin,risk
storage,fat,risk
storage,cholesterol,risk
storage,blood,risk
storage,excretion,risk
storage,waste,risk
storage,body,risk
storage,role,risk
storage,clotting,risk
storage,pressure,risk
storage,volume,risk
storage,fibrinogen,risk
storage,vii,risk
storage,prothrombin,risk
storage,ix,risk
storage,factor,risk
storage,glycogen,risk
storage,bloodstream,risk
storage,glucose,risk
storage,insulin,risk
storage,igf,risk
storage,growth,risk
storage,period,risk
storage,sugar,risk
bloodstream,liver,risk
bloodstream,bile,risk
bloodstream,intestine,risk
bloodstream,digestion,risk
bloodstream,absorption,risk
bloodstream,vitamin,risk
bloodstream,fat,risk
bloodstream,cholesterol,risk
bloodstream,blood,risk
bloodstream,excretion,risk
bloodstream,waste,risk
bloodstream,body,risk
bloodstream,role,risk
bloodstream,clotting,risk
bloodstream,pressure,risk
bloodstream,volume,risk
bloodstream,fibrinogen,risk
bloodstream,vii,risk
bloodstream,prothrombin,risk
bloodstream,ix,risk
bloodstream,factor,risk
bloodstream,glycogen,risk
bloodstream,storage,risk
bloodstream,glucose,risk
bloodstream,insulin,risk
bloodstream,igf,risk
bloodstream,growth,risk
bloodstream,period,risk
bloodstream,sugar,risk
glucose,liver,risk
glucose,bile,risk
glucose,intestine,risk
glucose,digestion,risk
glucose,absorption,risk
glucose,vitamin,risk
glucose,fat,risk
glucose,cholesterol,risk
glucose,blood,risk
glucose,excretion,risk
glucose,waste,risk
glucose,body,risk
glucose,role,risk
glucose,clotting,risk
glucose,pressure,risk
glucose,volume,risk
glucose,fibrinogen,risk
glucose,vii,risk
glucose,prothrombin,risk
glucose,ix,risk
glucose,factor,risk
glucose,glycogen,risk
glucose,storage,risk
glucose,bloodstream,risk
glucose,insulin,risk
glucose,igf,risk
glucose,growth,risk
glucose,period,risk
glucose,sugar,risk
protein,liver,risk
protein,bile,risk
protein,intestine,risk
protein,digestion,risk
protein,absorption,risk
protein,vitamin,risk
protein,fat,risk
protein,cholesterol,risk
protein,blood,risk
protein,excretion,risk
protein,waste,risk
protein,body,risk
protein,role,risk
protein,clotting,risk
protein,pressure,risk
protein,volume,risk
protein,fibrinogen,risk
protein,vii,risk
protein,prothrombin,risk
protein,ix,risk
protein,factor,risk
protein,glycogen,risk
protein,storage,risk
protein,bloodstream,risk
protein,glucose,risk
protein,insulin,risk
protein,igf,risk
protein,growth,risk
protein,period,risk
protein,sugar,risk
period,liver,risk
period,bile,risk
period,intestine,risk
period,digestion,risk
period,absorption,risk
period,vitamin,risk
period,fat,risk
period,cholesterol,risk
period,blood,risk
period,excretion,risk
period,waste,risk
period,body,risk
period,role,risk
period,clotting,risk
period,pressure,risk
period,volume,risk
period,fibrinogen,risk
period,vii,risk
period,prothrombin,risk
period,ix,risk
period,factor,risk
period,glycogen,risk
period,storage,risk
period,bloodstream,risk
period,glucose,risk
period,insulin,risk
period,igf,risk
period,growth,risk
period,sugar,risk
sugar,liver,risk
sugar,bile,risk
sugar,intestine,risk
sugar,digestion,risk
sugar,absorption,risk
sugar,vitamin,risk
sugar,fat,risk
sugar,cholesterol,risk
sugar,blood,risk
sugar,excretion,risk
sugar,waste,risk
sugar,body,risk
sugar,role,risk
sugar,clotting,risk
sugar,pressure,risk
sugar,volume,risk
sugar,fibrinogen,risk
sugar,vii,risk
sugar,prothrombin,risk
sugar,ix,risk
sugar,factor,risk
sugar,glycogen,risk
sugar,storage,risk
sugar,bloodstream,risk
sugar,glucose,risk
sugar,insulin,risk
sugar,igf,risk
sugar,growth,risk
sugar,period,risk
hormone,liver,risk
hormone,bile,risk
hormone,intestine,risk
hormone,digestion,risk
hormone,absorption,risk
hormone,vitamin,risk
hormone,fat,risk
hormone,cholesterol,risk
hormone,blood,risk
hormone,excretion,risk
hormone,waste,risk
hormone,body,risk
hormone,role,risk
hormone,clotting,risk
hormone,pressure,risk
hormone,volume,risk
hormone,fibrinogen,risk
hormone,vii,risk
hormone,prothrombin,risk
hormone,ix,risk
hormone,factor,risk
hormone,glycogen,risk
hormone,storage,risk
hormone,bloodstream,risk
hormone,glucose,risk
hormone,insulin,risk
hormone,igf,risk
hormone,growth,risk
hormone,period,risk
hormone,sugar,risk
hormone,balance,risk
alcohol,liver,risk
alcohol,bile,risk
alcohol,intestine,risk
alcohol,digestion,risk
alcohol,absorption,risk
alcohol,vitamin,risk
alcohol,fat,risk
alcohol,cholesterol,risk
alcohol,blood,risk
alcohol,excretion,risk
alcohol,waste,risk
alcohol,body,risk
alcohol,role,risk
alcohol,clotting,risk
alcohol,pressure,risk
alcohol,volume,risk
alcohol,fibrinogen,risk
alcohol,vii,risk
alcohol,prothrombin,risk
alcohol,ix,risk
alcohol,factor,risk
alcohol,glycogen,risk
alcohol,storage,risk
alcohol,bloodstream,risk
alcohol,glucose,risk
alcohol,insulin,risk
alcohol,igf,risk
alcohol,growth,risk
alcohol,period,risk
alcohol,sugar,risk
substance,liver,risk
substance,bile,risk
substance,intestine,risk
substance,digestion,risk
substance,absorption,risk
substance,vitamin,risk
substance,fat,risk
substance,cholesterol,risk
substance,blood,risk
substance,excretion,risk
substance,waste,risk
substance,body,risk
substance,role,risk
substance,clotting,risk
substance,pressure,risk
substance,volume,risk
substance,fibrinogen,risk
substance,vii,risk
substance,prothrombin,risk
substance,ix,risk
substance,factor,risk
substance,glycogen,risk
substance,storage,risk
substance,bloodstream,risk
substance,glucose,risk
substance,insulin,risk
substance,igf,risk
substance,growth,risk
substance,period,risk
substance,sugar,risk
drug,liver,risk
drug,bile,risk
drug,intestine,risk
drug,digestion,risk
drug,absorption,risk
drug,vitamin,risk
drug,fat,risk
drug,cholesterol,risk
drug,blood,risk
drug,excretion,risk
drug,waste,risk
drug,body,risk
drug,role,risk
drug,clotting,risk
drug,pressure,risk
drug,volume,risk
drug,fibrinogen,risk
drug,vii,risk
drug,prothrombin,risk
drug,ix,risk
drug,factor,risk
drug,glycogen,risk
drug,storage,risk
drug,bloodstream,risk
drug,glucose,risk
drug,insulin,risk
drug,igf,risk
drug,growth,risk
drug,period,risk
drug,sugar,risk
product,liver,risk
product,bile,risk
product,intestine,risk
product,digestion,risk
product,absorption,risk
product,vitamin,risk
product,fat,risk
product,cholesterol,risk
product,blood,risk
product,excretion,risk
product,waste,risk
product,body,risk
product,role,risk
product,clotting,risk
product,pressure,risk
product,volume,risk
product,fibrinogen,risk
product,vii,risk
product,prothrombin,risk
product,ix,risk
product,factor,risk
product,glycogen,risk
product,storage,risk
product,bloodstream,risk
product,glucose,risk
product,insulin,risk
product,igf,risk
product,growth,risk
product,period,risk
product,sugar,risk
fluid,liver,risk
fluid,bile,risk
fluid,intestine,risk
fluid,digestion,risk
fluid,absorption,risk
fluid,vitamin,risk
fluid,fat,risk
fluid,cholesterol,risk
fluid,blood,risk
fluid,excretion,risk
fluid,waste,risk
fluid,body,risk
fluid,role,risk
fluid,clotting,risk
fluid,pressure,risk
fluid,volume,risk
fluid,fibrinogen,risk
fluid,vii,risk
fluid,prothrombin,risk
fluid,ix,risk
fluid,factor,risk
fluid,glycogen,risk
fluid,storage,risk
fluid,bloodstream,risk
fluid,glucose,risk
fluid,insulin,risk
fluid,igf,risk
fluid,growth,risk
fluid,period,risk
fluid,sugar,risk
bile,liver,risk
bile,intestine,risk
bile,digestion,risk
bile,absorption,risk
bile,vitamin,risk
bile,fat,risk
bile,cholesterol,risk
bile,blood,risk
bile,excretion,risk
bile,waste,risk
bile,body,risk
bile,role,risk
bile,clotting,risk
bile,pressure,risk
bile,volume,risk
bile,fibrinogen,risk
bile,vii,risk
bile,prothrombin,risk
bile,ix,risk
bile,factor,risk
bile,glycogen,risk
bile,storage,risk
bile,bloodstream,risk
bile,glucose,risk
bile,insulin,risk
bile,igf,risk
bile,growth,risk
bile,period,risk
bile,sugar,risk
liver,bile,risk
liver,intestine,risk
liver,digestion,risk
liver,absorption,risk
liver,vitamin,risk
liver,fat,risk
liver,cholesterol,risk
liver,blood,risk
liver,excretion,risk
liver,waste,risk
liver,body,risk
liver,role,risk
liver,clotting,risk
liver,pressure,risk
liver,volume,risk
liver,fibrinogen,risk
liver,vii,risk
liver,prothrombin,risk
liver,ix,risk
liver,factor,risk
liver,glycogen,risk
liver,storage,risk
liver,bloodstream,risk
liver,glucose,risk
liver,insulin,risk
liver,igf,risk
liver,growth,risk
liver,period,risk
liver,sugar,risk
insulin,growth,risk
igf,growth,risk
