source,target,label,weight,frames
"('consumer', 'noun')","('cost', 'noun')",has_effect_on,0.8199368493602265,consumers more money spend.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('consumer', 'noun')","('money', 'noun')",has_effect_on,0.8214543461799622,consumers more money spend.
"('consumer', 'noun')","('inflation', 'noun')",has_effect_on,0.8298508144603772,businesses pass these costs onto consumers through higher prices.inflation is the general increase in the prices of goods and services over time.
"('consumer', 'noun')","('supply', 'noun')",has_effect_on,1.0,businesses pass these costs onto consumers through higher prices.when supply is limited and demand remains constant or increases prices tend to rise.
"('consumer', 'noun')","('increase', 'noun')",has_effect_on,1.0,businesses pass these costs onto consumers through higher prices.when supply is limited and demand remains constant or increases prices tend to rise.
"('amount', 'noun')","('cost', 'noun')",has_effect_on,0.9944713213298412,as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.
"('amount', 'noun')","('consumer', 'noun')",has_effect_on,0.9585130378095698,more money chases the same amount of goods and services.consumers more money spend.
"('amount', 'noun')","('service', 'noun')",has_effect_on,1.0,more money chases the same amount of goods and services.as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.
"('amount', 'noun')","('good', 'noun')",has_effect_on,1.0,more money chases the same amount of goods and services.as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.
"('purchasing', 'noun')","('business', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('purchasing', 'noun')","('consumer', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('purchasing', 'noun')","('price', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('purchasing', 'noun')","('cost', 'noun')",has_effect_on,0.9158987998962402,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('purchasing', 'noun')","('money', 'noun')",has_effect_on,0.9100825190544128,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('power', 'noun')","('business', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('power', 'noun')","('consumer', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('power', 'noun')","('price', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('power', 'noun')","('money', 'noun')",has_effect_on,0.8583720922470093,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('power', 'noun')","('purchasing', 'noun')",has_effect_on,0.8188518285751343,reducing the purchasing power of consumers ' incomes.
"('decrease', 'noun')","('business', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('decrease', 'noun')","('consumer', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('decrease', 'noun')","('price', 'noun')",has_effect_on,0.8233859498310313,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('decrease', 'noun')","('cost', 'noun')",has_effect_on,0.8401854634284973,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('decrease', 'noun')","('purchasing', 'noun')",has_effect_on,0.8765171766281128,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('decrease', 'noun')","('money', 'noun')",has_effect_on,0.9185706973075867,the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('service', 'noun')","('demand', 'noun')",has_effect_on,0.9705968555773137,when demand for goods and services exceeds supply.when supply is limited and demand remains constant or increases prices tend to rise.demand remains constant.
"('service', 'noun')","('business', 'noun')",has_effect_on,0.8776052189834217,purchasing goods and services.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('service', 'noun')","('consumer', 'noun')",has_effect_on,0.9632937740418692,as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.consumers more money spend.
"('service', 'noun')","('price', 'noun')",has_effect_on,0.8776052189834217,purchasing goods and services.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('service', 'noun')","('power', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('service', 'noun')","('decrease', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('service', 'noun')","('purchasing', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('service', 'noun')","('money', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('service', 'noun')","('good', 'noun')",has_effect_on,1.0,more money chases the same amount of goods and services.as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.
"('service', 'noun')","('cost', 'noun')",has_effect_on,0.9770126227496381,as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('good', 'noun')","('demand', 'noun')",has_effect_on,0.9705968555773137,when demand for goods and services exceeds supply.when supply is limited and demand remains constant or increases prices tend to rise.demand remains constant.
"('good', 'noun')","('business', 'noun')",has_effect_on,0.8776052189834217,purchasing goods and services.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('good', 'noun')","('consumer', 'noun')",has_effect_on,0.9632937740418692,as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.consumers more money spend.
"('good', 'noun')","('price', 'noun')",has_effect_on,0.8776052189834217,purchasing goods and services.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.businesses pass these costs onto consumers through higher prices.
"('good', 'noun')","('power', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('good', 'noun')","('decrease', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('good', 'noun')","('purchasing', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('good', 'noun')","('money', 'noun')",has_effect_on,1.0,purchasing goods and services.on average the cost of purchasing goods and services rises leading to a decrease in the purchasing power of money.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('good', 'noun')","('service', 'noun')",has_effect_on,1.0,more money chases the same amount of goods and services.as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.
"('good', 'noun')","('cost', 'noun')",has_effect_on,0.9770126227496381,as prices rise the same amount of money buys fewer goods and services reducing the purchasing power of consumers ' incomes.the cost of purchasing goods and services leading to a decrease in the purchasing power of money.
"('disruption', 'noun')","('supply', 'noun')",has_effect_on,0.890461266040802,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('disruption', 'noun')","('chain', 'noun')",has_effect_on,0.8366039991378784,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('disruption', 'noun')","('shortage', 'noun')",has_effect_on,0.8662485480308533,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('chain', 'noun')","('supply', 'noun')",has_effect_on,0.8534271121025085,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('pandemic', 'noun')","('supply', 'noun')",has_effect_on,0.9170602560043335,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('pandemic', 'noun')","('service', 'noun')",has_effect_on,0.8123472332954407,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('pandemic', 'noun')","('disruption', 'noun')",has_effect_on,0.847850501537323,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('pandemic', 'noun')","('chain', 'noun')",has_effect_on,0.9106261730194092,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('pandemic', 'noun')","('shortage', 'noun')",has_effect_on,0.8521732687950134,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('disaster', 'noun')","('supply', 'noun')",has_effect_on,0.8943041563034058,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('disaster', 'noun')","('chain', 'noun')",has_effect_on,0.8927085995674133,disruptions in the supply chain such as natural disasters geopolitical tensions or pandemics can lead to shortages of certain goods and services.
"('production', 'noun')","('cost', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.
"('production', 'noun')","('consumer', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.
"('production', 'noun')","('price', 'noun')",has_effect_on,0.9820818703770176,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.
"('production', 'noun')","('money', 'noun')",has_effect_on,0.9250299992593961,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.consumers more money spend.
"('production', 'noun')","('supply', 'noun')",has_effect_on,0.9378597113009245,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.when supply is limited and demand remains constant or increases prices tend to rise.
"('production', 'noun')","('increase', 'noun')",has_effect_on,0.9378597113009245,factors such as rising wages increased raw material costs or higher taxes can push up production costs prompting businesses to pass these costs onto consumers through higher prices.businesses pass these costs onto consumers through higher prices.when supply is limited and demand remains constant or increases prices tend to rise.
"('bank', 'noun')","('price', 'noun')",has_effect_on,0.8996974099001418,central banks control inflation by adjusting interest rates and the money supply.central banks adjusting interest rates and the money supply.when supply is limited and demand remains constant or increases prices tend to rise.
"('bank', 'noun')","('level', 'noun')",has_effect_on,0.9495364189653961,governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.governments and central banks avoiding the negative consequences of high inflation or deflation.governments and central banks keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.
"('bank', 'noun')","('interest', 'noun')",has_effect_on,0.8879674673080444,central banks control inflation by adjusting interest rates and the money supply.central banks adjusting interest rates and the money supply.
"('bank', 'noun')","('money', 'noun')",has_effect_on,0.8978107571601868,central banks control inflation by adjusting interest rates and the money supply.central banks adjusting interest rates and the money supply.
"('bank', 'noun')","('rate', 'noun')",has_effect_on,0.8388626575469971,central banks control inflation by adjusting interest rates and the money supply.central banks adjusting interest rates and the money supply.
"('bank', 'noun')","('inflation', 'noun')",has_effect_on,0.9079930186271667,central banks control inflation by adjusting interest rates and the money supply.central banks adjusting interest rates and the money supply.
"('level', 'noun')","('inflation', 'noun')",has_effect_on,0.9442377678380326,governments and central banks keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.central banks control inflation by adjusting interest rates and the money supply.
"('level', 'noun')","('bank', 'noun')",has_effect_on,0.9565615915764162,governments and central banks keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.governments and central banks avoiding the negative consequences of high inflation or deflation.governments and central banks typically aim to keep inflation at a moderate and stable level to promote economic growth and stability while avoiding the negative consequences of high inflation or deflation.
